textID,text,selected_text,sentiment
998831209e, I cant stand summer fever (for me) and when the weather gets really humid  lol,cant stand summer fever,negative
cae2e2c38f,"Thanks to all the new followers  Well, I went to a **** tonight and its 4am so I`ll follow you tomorrow. Much love.",Much love.,positive
5bb9323431,working my **** off and I am completely happy,completely happy,positive
0321cdf978,: Sad But True  :: I SHouldnt Right?,Sad But True,negative
413125e9eb, dude fail.  i know exactly where this place is too,fail.,negative
d1dd169199, Why no sn... o. yeah... Sad day.....,. Sad day.....,negative
cf93a13cb6,Laying in bed texting. Good night ya`ll,Good,positive
e4a8bc33d2, hope our wishes come true someday.,hope our wishes come true someday.,positive
110fb1af01,[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people,this is really not good as Malaria affects so many people,negative
5076063628,beach...yummy steak and catching up on `lost` with my man...lovely day,lovely,positive
2df4fdd3fb," thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x","gorgeous,",positive
f21497fea0,Having a wonderful piece of cake for lunch - what else could I want???,Having a wonderful piece of cake for lunch -,positive
285430016e,So booooored  I learned this though! ????????,So booooored,negative
291fe05fab, Many many thanks!!!  (it`s about school!) Weeeee!!!,thanks!,positive
9fc03ff07c,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,stuck,negative
5d1db9f665," ouch! I can`t even look at that one, just knowing it exists it enough for me",ouch!,negative
3318d99da5, Uh oh!  Hope nothing too damaged.,Hope,positive
377ce7bccd," oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",o regret,negative
7010b79694,ugh blisters on both my big toes and on both my legs and my shoulders are raw as ****. my life sucks right now,my life sucks right now,negative
3c83e93753," it`s like triple what i`ve got, so it`s a lot to me as well. Well done",Well done,positive
927d22251d, I have a great house to sell you!   Comes complete with a riding mower!!,great,positive
6d788a179c,"Bears, beets, and... ****, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...","****,",negative
ac60c8d53f, PC I agree...  We have a problem. We must stop spending and only work!!!,We have a problem,negative
b1ba94276e,"Do you know what? I have a good little life, and I love it.",good,positive
9ab7870eab,Sewing things is nice  I feel crafty and productive. And foxy.,I feel crafty and productive.,positive
1ff0590de2, oooooooh I KNO  EEEEEEEKKKKKKK!  ROCKS!! >,!  ROCK,positive
459fc2a7c8,so i have like no more friends it`s kinda sad,no more friends,negative
f7927504e9," Oh Jordan! Iï¿½m ready for the next contest, baby!!!! Canï¿½t wait! Kisses from Brazil. I love you!",. I love you!,positive
7438c9c09a, CONGRATS on graduating college!,CONGRATS,positive
bc9ee9fc6c, BIG HUG FOR YOU,BIG HUG FOR YOU,positive
589eda2db9,watching shows I missed on the ellipital--- love my on-demand!,watching shows I missed on the ellipital--- love my on-demand!,positive
0336267c06,Everyone on the eastcoast... the rain hates us  let`s just all fly to Cali. LOL,the rain hates us,negative
f38d4f7e45, ~Congratulations Daddy,~Congratulations Daddy,positive
1cf5024ef8,why do i even bother anymore? Everyone is makin me feel like im a waste of space,waste,negative
5135411c2b,and Happy Mothers Day to All you Moms out there i hope you had a good day,and Happy Mothers Day to All you Moms out there i hope you had a good day,positive
693694da22,enjoying and exploring my n96 phone.. grr.. it`s awesome.. but i wanted the samsung omnia..,it`s awesome..,positive
1bd0b9380f, LMAO. Joey is mine  I cant wait to meet them in july!,I cant wait to meet them,positive
8d786cc44d,Congrats ...so proud of you girl,Congrats,positive
b756279ff8,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,saved,positive
e2a84a973a,I have a farmers sunburn! Ahhhh!,sunburn!,negative
d8cfcd20a1,I dont think my twitpic is working,I dont think my twitpic is working,negative
207bfbe8e2," mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess","(Unfortunately,",negative
3addf33859,Liam peed in the potty!!,Liam peed in the potty!!,negative
45f6421f48, Alright...you missed one crazy party last night,.you missed one crazy party,negative
5cbd4f1169,Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,I can take care of her.,positive
ba7bbe76fe,: saw it yesterday. Pretty good.,good.,positive
ca815fe8c9," That`s what`s up hah. I`m great, thanks  Just waiting for all the craziness to take off.","I`m great,",positive
60c947090b,HOMEWORK  BORRIING,HOMEWORK  BORRIING,negative
f4bf96bdd1,"I`m kicking it (though feeling a little sick): alternating talking to friends, gaming, watching the playoffs, and writing an application.",sick):,negative
3665218a5f,picture to burn - taylor swift!    great song!,great song,positive
cd66a92db0,so bored...miss everybody already,miss,negative
fcdc849fb6,Is going to miss seeing everyone all the time,miss,negative
5632e85376, hahahahhahaha it was true! and i could really stretch out and stuff! shame rem`s dog got mad when i tried to put him in avi`s face,shame,negative
cf07511c16, its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.,its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one to,positive
32480c3c45, ugh! Tis so warm outside too  unfair! I want to go read and pack!,unfair,negative
ef5b30a027," awh, thats not good,   get better soon!","thats not good,",negative
c6363dda99, Thanks. They`re both so cute. Havent been home for many years so havent seen them in person,cute.,positive
c32f599954, nooooooo!! not the receipt!!  don`t break my heart,don`t break my heart,negative
000f629664, That`s a relief! I feel better knowing it`s hereditary.  Have fun!,e fun,positive
95959d46b2,Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.,It makes me worry,negative
8925d7b678,"Gooooooood morning, campers!  And happy Mother`s Day!",happy,positive
1834ef3d8b," :O goodness, i havn`t heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think",i lovelovelove her,positive
c6bf44e881," Alas, the best I can offer is a small pony and a rowing boat","Alas,",negative
51d0b71047, It just sucks that I`m stuck in an office  but I have you at Selfridges to look forward too.,It just sucks,negative
271f782910,Happy Mother`s Day everyone.,Happy Mo,positive
66176887ed,"even though it`s only 7am on Saturday morning, it feels like the weekend is already over. btw I`m awake because I had a bad dream..",it feels like the weekend is already over. btw I`m awake because I had a bad dream..,negative
650a7ee05c,OMG.. THIS ONE??? YESSSSS love this Danny song,YESSSSS love this,positive
cdbe4df131, OMG so exctied,exctied,positive
e668df7ceb,  I hope you have a nice sleep,a nice,positive
30ea165391," great thanks hun, i did thr family thing this wknd too! 5 weeks today we hit the USA, cant wait!!",great,positive
f64ad16806, Good luck tonight on the big finale show!,Good,positive
7c2a0bb3de,Loving the cairns clan,Loving,positive
fdfe12a800,Going to fold laundry and then hit the sack. I have boring saturday evenings,I have boring saturday evenings,negative
245255b009,Has research guilt as I spent the day feeling sorry for myself with a cold.... will need to spend significant time coding this weekend,Has research guilt as I spent the day feeling sorry for myself with a cold..,negative
2bf1c9bf2b,Dreading the weekly grocery shopping.,Dreading,negative
74060afb37, Thank you  I`d share my sundae with you but it`s really late and _crane says we shouldn`t tell people where we are,Thank you,positive
652e299cd6,Pug just woke me from an incredible sleep!,Pug just woke me from an incredible sleep!,negative
a48aa6561a,Its beautiful outside. I wish i was in new york city. But this area is pretty cool. Hip and trendy.,Its beautiful outside.,positive
6c087dfd3c, hopefully it don`t go that far  sometimes I feel like renouncing my roots,hopefully it don`t go that far  sometimes I feel like renouncing my roots,positive
5dc1d78656,"Had a neat mothers day - nothing flash, just some chillin time with my girls",neat,positive
55f7247651,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?",safe,positive
b90a68e78d," Hmm... it`s a miracle you`re using twitter, and it`s fun... so... Tweet!",it`s fun.,positive
6e376214e9,_says ha ha funny,ha ha funny,positive
e910f7c797, it drained my energy,drained,negative
e11f3ec1a1,"if you`re as lovesick as I am, give me a call, we should go bowling and complain about love",complain ab,negative
96173254cf," yeah that`s trueee  i can`t wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious",s hilarious,positive
27137e8319,"trying to straighten my hair, but it`s too effing hot in here. also, i need food",too effing hot in,negative
37c2a1d45c,"I love my daddy, but I don`t want to go to his house today.","I love my daddy, bu",positive
086dc860e2,Had such a great weekend! Glad it`s sunny out today,great,positive
0795d7ad54, you know you love it   Stat-K,love,positive
e352e28416,"i really really hate biology , u______________________u",hate biology,negative
ac7c9ec0df,HEY YOU` ALL SUCK;its anybody on there :s im so bored common answear me,SUCK;i,negative
66700d9b92,I`m tired. I think I`m becoming too old to go out.,I`m tired.,negative
fff190b4af,What a burden. Abit of a fail lunch with Dan,What a burden.,negative
0541e800e0,I know I shouldn`t be saying this but **** it..I`m **** as hell,**** it..I`m **** as hell,negative
61e225fbd7,my new dress looks sort of...horrible   http://twitpic.com/64mdc,horrible,negative
fc53ee0408,"On another note, geoDefense Easy down. Onwards to the medium maps, where a whole other world of pain awaits my exploration!",pain,negative
66683a594b,Hoping my mom likes her pamper gifts I sent her,Hoping,positive
2a86a6d18e, http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,Very pretty,positive
a28753460c,i decided that myspacee is wayy better,wayy better,positive
55f9af0b57,Ugh have to report again monday,Ugh,negative
0090ec76c1,"This really hurts. And this really sucks. I don`t know what I can do to fix all this, seriously.",This really hurts. And this really sucks.,negative
3fd835df86,"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ...","completely broke,",negative
a86e19fcdc, awww don`t be sad  we`ll download a copy for you!,awww don`t be sad,positive
c42cec3d7b,_Dreaming what?! miley`s gonna quit hannah montana?...i don`t wanna believe it!,i don`t wanna believe it!,negative
406f325965,There`s Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu,One Thing I Hate About Friends An,negative
5cdf99d6de,my body isnt itching anymore,my body isnt itching anymore,positive
b99fffcb8f,i can be a good girl at school.. today i was!! i did it!! yayy,today i was!! i,positive
133e6b6bf7,i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,found the perfect matte lcd cleaner!!,positive
4aef4d5752, sweet! make sure to put some in your bag for me,sweet!,positive
d31ef9886b," oh, joy. We have the Elmo potty video too.","oh, joy. We have the Elmo potty video too.",positive
94332d6083, The newest versions are not any better,The newest versions are not any better,negative
492959359d,_navarro I wish this area offered chinese food delivery,wish,positive
a86b168357,"Just got in a bit of a car accident, poor Patrick","Just got in a bit of a car accident, poor Patrick",negative
a6ddddddbe,"http://twitpic.com/66uor - went on a really long cycle ride with my mum, brothers and my BFF Han today. My bum aches now!!",aches,negative
e9e8db078b,and my other peep got onto a game site who i will never see again,who i will never see again,negative
e98a5c88b9, oh that sucks  Tell your DH to act like a grown up maybe? I`d be stressed too,sucks,negative
2cc3593b94,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,I just hope the weathers good!! And it best be good on thursday and friday!,positive
9eb6f2fd8e,I have started to fear weekends since joining German classes,fear,negative
d28c01552f,_ Awww. So that`s him. Nice attempt at hiding from the camera,Nice,positive
4c8b993f7b, hehe...nice try,.nice,positive
fc6cbe0875,  Way too many people indeed... I only recognize the Chinese guy... LOL,. LOL,positive
fea60758cb, - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by ,thanks to the endorsement,positive
6d6ce612a1, YAY! I can`t wait to read it.,YAY!,positive
bb28798313,Burning time at wacha,Burning,negative
b925907c6a," thank you sooooo much for my snoopy T-shirt! I love it to bits! It`s a perfect fit, just got it this morning!  Peace",love,positive
fe84e63a2d,I love ! Thank you SO much for saying 'hi to Jenn & Laura' yesterday in Arcadia! My friend Shannon surprised me w/the vid,I love !,positive
1f66bcf0f3,yay it`s friday... hold on I have to work tomorrow,yay,positive
b2fdecdc85,Life sucks if ur not having fun.,sucks,negative
2e98e67d95, omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty,omg yes!!!!!!!,positive
8f8eda32cb,_Da_Realest hehe hell. I`m finna qet to drankin DAMNIT.,DAMNIT.,negative
cca69edec6,Holy **** I am exhausted! Resting up so I can go see Wolverine later,Holy **** I am exhausted!,negative
6cd1ba8680,  Thats charmingly funny,ats charmingly fun,positive
a57435de98,is still missing her husband.    I really want him home.,is still missing her husband.,negative
97d6ce896a, Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,missing,negative
e56110e2e4,morning twitterbugs...nothing like a loooooooooong lie-in!!,morning twitterbugs...nothing like a loooooooooong lie-in!!,positive
39669e45bd,_Cordon LOL that split second of peace is truly amazing,that split second of peace is truly amazing,positive
92d7bd54cf,"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe`s, might just have to stop in",celebrating her first day,positive
87fbf525b2,"is back from a very long day out at Naz. Gunna crash. Up tomorrow for Mothers Day... editing photos from today, hangin with my mom, etc.",very long day,negative
9c2e8d8f54,"Just wrote another song, but i ran out of ideas so this one is a bit ****",this one is a bit ****,negative
787a0ada33,All moved in to our new apartment. So exciting,So exciting,positive
19c8924b58," Unfortunately, that`s how it usually goes.  In answer to yesterday...I`m okay. Things may be looking up. Miss talking to you.","Unfortunately,",negative
2325252574, I feel like a Truck just hit me too! I also Resemble a man hit by a truck!,I feel like a Truck just hit me too!,negative
414372145c,I miss him soooo much  not gonna see him for 2-3 months,I miss him soooo much,negative
c8f8d43d40," the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",unfortunately,negative
b6e139c70f,not at work today .i have my car back she is perfect  going random shopping later .,perfect,positive
4f6c2359a3, Unfortunately I didn`t see any of that spreading of poo,Unfortunately,negative
5a8ad5dcdb," Oh, I see!  So it`s like, morning there, right? Happy breakfast! *thumbs up*",? Happy,positive
6f955b0236," - Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there","- Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there",positive
cb5a5e58be," Hehe, you`re an expert now eh?",n expert,positive
ff2b2811d5,I think the rain killed my phone,killed,negative
10c23a0f46, That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,best sticker EVER.,positive
77a1e2537a,im writing an exam on a SATURDAY  that should be illegal  where`s my weekend?,that should be illegal,negative
19fab017a2, Happy mother`s day to ur mom!!! i hope she has a wonderful day!!!!!,wonderful,positive
ef6c062165," Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",thanks,positive
997a79658c,such a fun night with Bekah just talkin and stuff. Wuv her,fun,positive
1324a81c00,"headache, headache, go away. come again another day....","headache,",negative
c71feec37e, is making everything fabulous tonight,fabulous,positive
598999fc4a,I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.,I wish I had money to go travel for a bit. I miss,negative
52f9c4e1f2," Hella worth it, even if you don`t need the full 32 now.",worth,positive
13830c9fa6," **** @-) That`s a lot of messages from him @-) HOW SWEET. :'> And yeah, sayang",SWEET.,positive
4cba30631c,: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,Loved it!,positive
a1a247dea2,It is so annoying when she starts typing on her computer in the middle of the night!,annoying,negative
88e88db8df," Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)","Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)",negative
932f4d62dc,"yes! its finally friday, and im stuck doing projects",im stuck doing projects,negative
162d33e031, glad you could make it,glad you could make it,positive
9b0fb70c3c,Life Just Isn`t Fair > And I Feel,Life Just Isn`t Fair > And I Feel,negative
d8aa90a4a5,I dont feel good AT ALL. fuckkk,I dont feel good AT ALL. fuckkk,negative
b199d337ad,Happy Mother`s Day!,Happy,positive
99c3e495c5,Happy Christmas! No wait... What is it again happy M...........easels day. No but seriously.... Happy Mothers day...  lmao,Happy Mothers day..,positive
1fb08fb3c7, Hope you`ve reviewed them on my site  http://snipr.com/hble5,Hope,positive
6a2ed93ccf," Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one & it gets the job done.",it gets the job done.,positive
dc3781d112,My generation is too **** apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,My generation is too **** apathetic to party down in the desert.,negative
4ef6e81aa7,"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it`s all good!",good,positive
99ebcb0229,bruise on knee will make it hard to skate tomorrow.,bruise,negative
9941608da8," Good lord, man.   I recommend the Dark & Stormy at Casablanca.","Good lord, man.   I recommen",positive
83c2f15985,junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,the only way tonight would be better is if I had someone to hang with,positive
f985c4e491,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,miss,negative
4b20332170,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,good,positive
fee2de889e, yeah sucks eh!,sucks,negative
5073bd3ff7,would really like to not be at work and instead taking a nap.,like,positive
e82fd9c0df,"party was awesome. soooo tired, bye. ps: happy momma`s day","party was awesome. soooo tired, bye. ps: happy momma`s day",positive
c36b56a8a4, PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,wish,positive
a841363ad3," Oh, don`t spoil my fun, lol","Oh, don`t spoil my fun, lol",negative
350c36af4e,"My heads spinning from math, started to dream in formulas. NOT good.",NOT good.,negative
58c60e79d2,"  Hey thats good, my Daughter`s still asleep and Son is drawing, better feed him v soon",ey thats good,positive
4edd528606, Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,It all helps,positive
982dc5cff8,great cant eve locate my phone! there goes 200 down the drain,great,positive
f66476d213,"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me","just kidding,",positive
b9953ea873,Happy Star Wars Day! May the Fourth be with you.,Happy,positive
4d22ec80fd, Thanks hon!! Project Bra starts today!,Thanks,positive
31641da2ef,"Browsing digital art tutorials (like those found at Henning`s site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?",refreshing,positive
20eb1910eb,"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend",Can`t imagine a better long weekend,positive
dfa1ef3981," I had mailed  for something, you got the e-mail, I didn`t which should probly mean I won`t get it",", I didn`t which should probly mean I won`t get it",negative
0b5159faf0,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(","FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(",negative
adacfc5ff3, i really wish i could.,i really wish i could.,positive
09f6a273f5,   sending you love on mother`s day and wishing you more happiness in the days ahead!,sending you love on mother`s day and wishing you more happiness in the days ahead,positive
6d41df5906,Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,Welcome,positive
47538fcecb,Law week is gonna go the **** off  SO EXCITED,SO EXCITED,positive
d3c17bff45," Problem is, Flash isnt GPU accelerated.  The Atom 330 can`t play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",Problem,negative
72b3ed90f8,"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",interesting.,positive
7444ba7c25,taylor swift`s 'you belong with me' is so amazing. love the mv!,amazing.,positive
4228d4bbce,Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,good work!',positive
bbf71e04d1," ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",. Good,positive
0a0a3310ca,And I just saw something real sad on my lunch... A dog with two broken back legs.,sad,negative
23c707b638,this is gonna sound really sad & depressing but I really really miss my uncle Sam,depressing,negative
d2ed2233e0, Too much details !!!    (But glad he is better),But gl,positive
4db20b941e,_d he`s a lucky baby. He has a wonderful family  do u know when u could take him at home?,he`s a lucky baby.,positive
b64034dd8e, everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...,everyone loves u sarah,positive
872bbb7940,Mean people suck.,Mean people suck.,negative
775f56b3da," Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",Yay!,positive
6f3566719e,4am Hubby`s alarm-song playing was 'Blame it on the Alcohol' Of course I couldn`t get back to sleep after cause thinking of Joe on cruise,I couldn`t get back to sleep after cause thinking of Joe on cruise,negative
656bc8025d,Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,Funniest desktop ever:,positive
438088f1ab," I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks","I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks",negative
94c7fb64f6," ... Yay! I can give you a lesson tomorrow, at Church.",Yay!,positive
43708cfaf0, I`m just starting to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages,g to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages,negative
a11845fc69,"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr","Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night",positive
c3191e4e45,i think they play michael buble in Heaven. He`s that great.,He`s that great.,positive
0ef3b64fbd, I am afraid you`ve had a bit of a #fail as the last two recommendations aren`t available in the UK,afraid,negative
653406470e," So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",my morning is Great.  But I won`t let it dampen my day,positive
d0b0f01f00,internet on trains is 100% awful!!!,awful!!,negative
c26e96291b,Hey u forgot me!,forgot,negative
d60604e27e, you the the Queen of Sass oh Scenie!!!,you the the Queen of Sass oh Scenie!!!,positive
d6a572f589,   hi holly  i`ll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,g a,positive
7b153dd5d7,  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,l depressed,negative
6d58faa39a," ****, so many good deals...you guys have a conspiracy to steal all my money",so many good deals.,positive
7e1f3e69b6, Hope the train remembers the way - they can go a bit loopy on bank holidays,they can go a bit loopy,negative
e7ec3be194,elliott claims steak and shake has been doing this for months...not exciting anymore...,not exciting anymore...,negative
ddba1b860a,is still amazed at the awesomness of last night. The discussion was great! Looking forward to a great week! Only 10days until I go home,Looking forward to a great week!,positive
b6129f53ba,running errands with geeta... feeling like i have the plague,running errands with geeta... feeling like i have the plague,negative
0254a71f68,healthy food is NOT helping my hangover,NOT helping,negative
1e8548b565,I am very sad because I have gone on the show McFly fan I am of them!,I am very sad be,negative
38a01880d5, what a great project!!! Wish I could have done that with DD1. She`s too old now.,great,positive
36a8d427e6," it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",good thing,positive
2b8b42deef, ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.,sadly its near impossible to find books and things on it over here.,negative
15f2b7a282, wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,positive
e50614e2e2,my ipod died  not running until it is charged.,my ipod died,negative
63698c8eed,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",Sorry,negative
21e7f12c06,I love it when it rains on me when im golfing,love it wh,positive
4b0eb2c865,"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",hate it!,negative
453afd05e3,"Wow one year today Luc Bourdon was killed, doesn`t seem that long ago","Wow one year today Luc Bourdon was killed, doesn`t seem that long ago",negative
2416dbd0dd, Thank you! And I don`t care for the look on his face.,Thank you!,positive
e0b6147fcb,"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",Good,positive
976ab97faf," sorry I missed you . Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone",sorry,negative
c8a72fcf2f, Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it`s a bigger deal than I thought.,Thanks,positive
cdd594a827, imma talk to ya later ishi goodnight kid,i goodnight,positive
a38b3c0c7c,Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,enjoy your day,positive
29506f993d," Yeah, `Age of Aquarius` IS a pretty scary song",scary,negative
2ee537aba8,Can`t wait to go to bed,Can`t wait to go to bed,positive
d70595e011,I miss you guys,I miss you guys,negative
6aae1e173b, how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot,hopin,positive
306fb633c9,Cancelling my JavaOne  http://ff.im/3nzTH,Cancelling my JavaOn,negative
9a4c648a20,thanks steph...must keep me updated when it`s ur turn,thanks,positive
fce80792a8, I second that. I wish it rained more where I am,I wish it rained more where I am,positive
1c04467b15,"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",hate,negative
835bc372d0, It was a lovely attempt at poetry!,lovely,positive
649e31adcc,Starbucks I`m lovin` it,Starbucks I`m lovin` it,positive
702791f37a,"Nightlife Commando is like, chanting. The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win",The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win,positive
c7571164b4,"Oh ****.... Here goes my head again, 'I`m Spinning Around'",Oh ****..,negative
42361142b5,"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",Best I can...,positive
669237d42b,installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,fresh,positive
7648a76c96, Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,cool.,positive
a003950128," Susan Egan, I love her! And yeah, it said I would have a pleasant trip.","I love her! And yeah, it said I would have a pleasant trip.",positive
fa0aed2111,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",l have 2 wait another 2 wks,negative
5e7e087b14,I think my modem failed-having pc withdrawals..,I think my modem failed-having pc withdrawals..,negative
4fcd467a4d,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,i so hate this feelin!,negative
654536f90a,I somehow miss you.,I somehow miss you.,negative
79d3d5536c,"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",hope,positive
7a2decf06a, I never liked that boy  Jerms!,never liked that boy,negative
7fbbe12db9, i love to read ur little quotes,i love to read ur little quotes,positive
3f348dc959,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",killed,negative
eb27647ac5,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",.i want onscreen keyboard dammit!,negative
dda1d7a9e3,in class sick and hungry,sick,negative
7fca98d2a2, I know its a Block Party but would love to hear a DH original if you get a chance,love,positive
8bf994aa45, Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,Fun fun fun,positive
154d8ff038,_lights aw what`s wrong?,aw what`s wrong?,negative
40d2f7bbee, thank`s ... See? now I`m back on smiling,thank`,positive
afe7aff788, a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,I may die without my Kateage.,negative
3d7cabe44c,What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,hope,positive
b3edc4f9bb,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****","have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****",negative
39c0ee3a27,listening to ryan adams and being sick,sick,negative
5bb9044322,**** hates goodbyes,**** hates goodbyes,negative
dce8eb94fa,The first time all week I can play WoW and I get stuck at 'authenticating'.,stuck,negative
15297ade82,"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'","Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",positive
cc12d15597, Cool I`m glad.I will save some tea for you,glad.,positive
626d6a1d79,apparently it`s starwars day today  I like this . Shame I have revision though.,Shame I have revision,negative
2b83344b6c,but i did have a really nice smoothy at baulko shops,nice,positive
feae916455,massive headache  going to see terminator tonight!,massive headache,negative
c64c289b4c,had the best weekend,the best weekend,positive
